Startpos 10 1
Mobs 8
2 3
4 10
5 13
6 5
9 1
10 10
10 13
12 7
Portals 0
Gates 1
13 1
Walls
0 0
0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 11
0 12
0 13
0 14
1 0
1 7
1 14
2 0
2 3
2 7
2 11
2 14
3 0
3 3
3 7
3 11
3 14
4 0
4 3
4 7
4 11
4 14
5 0
5 3
5 7
5 11
5 14
6 0
6 3
6 7
6 11
6 14
7 0
7 3
7 7
7 11
7 14
8 0
8 3
8 7
8 11
8 14
9 0
9 3
9 7
9 11
9 14
10 0
10 3
10 11
10 14
11 0
11 1
11 2
11 3
11 4
11 5
11 6
11 7
11 8
11 9
11 10
11 11
11 12
11 14
12 0
12 5
12 11
12 14
13 0
13 3
13 8
13 14
14 0
14 1
14 2
14 3
14 4
14 5
14 6
14 7
14 8
14 9
14 10
14 11
14 12
14 13
14 14
