Startpos 1 7
Mobs 12
2 2
12 2
7 3
2 4
12 4
6 6
8 6
1 9
13 9
4 11
10 11
7 12
Portals 2
13 1
13 13
Gates 2
4 7
4 9
Walls
0 0
0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 11
0 12
0 13
0 14
1 0
1 14
2 0
2 4
2 5
2 6
2 7
2 8
2 9
2 10
2 14
3 0
3 2
3 3
3 4
3 10
3 11
3 12
3 14
4 0
4 4
4 6
4 8
4 10
4 14
5 0
5 2
5 4
5 6
5 7
5 8
5 10
5 12
5 14
6 0
6 4
6 10
6 14
7 0
7 1
7 3
7 4
7 7
7 10
7 11
7 13
7 14
8 0
8 4
8 7
8 10
8 14
9 0
9 2
9 4
9 10
9 12
9 14
10 0
10 4
10 5
10 6
10 8
10 9
10 10
10 14
11 0
11 1
11 2
11 6
11 8
11 12
11 13
11 14
12 0
12 4
12 10
12 14
13 0
13 6
13 8
13 9
13 14
14 0
14 1
14 2
14 3
14 4
14 5
14 6
14 7
14 8
14 9
14 10
14 11
14 12
14 13
14 14
